date,index_value
04/01/2012,14151.8
05/01/2012,13298.17
06/01/2012,13833.22
07/01/2012,13997.34
08/01/2012,14007.2
09/01/2012,14310.54
10/01/2012,13960.83
11/01/2012,13950.4
12/01/2012,14073.85
01/01/2013,14844.68
02/01/2013,14925.87
03/01/2013,15438.67
04/01/2013,15730.19
05/01/2013,15992.27
06/01/2013,15744.54
07/01/2013,16352.01
08/01/2013,15610.07
09/01/2013,15931.54
10/01/2013,16416.31
11/01/2013,17019.42
12/01/2013,17538.11
01/01/2014,16546.59
02/01/2014,17137.8
03/01/2014,17165.34
04/01/2014,17244.07
05/01/2014,17318.99
06/01/2014,17398.7
07/01/2014,17143.02
08/01/2014,17713.99
09/01/2014,17656.44
10/01/2014,18051.36
11/01/2014,18612.68
12/01/2014,18714.22
01/01/2015,18109.02
02/01/2015,19039.34
03/01/2015,18558.27
04/01/2015,18589.82
05/01/2015,18677.08
06/01/2015,18200.95
07/01/2015,18273.63
08/01/2015,17089.98
09/01/2015,16870.95
10/01/2015,18317.09
11/01/2015,18411
12/01/2015,18156.88
01/01/2016,17141.42
02/01/2016,17177.16
03/01/2016,18304.07
04/01/2016,18306.85
05/01/2016,18249.67
06/01/2016,18342.38
07/01/2016,18893.05
08/01/2016,18842.5
09/01/2016,18692.62
10/01/2016,18505.27
11/01/2016,19525.18
12/01/2016,20177.61
01/01/2017,20162.05
02/01/2017,21061.99
03/01/2017,20890.52
04/01/2017,21108.03
05/01/2017,21155.71
06/01/2017,21477.73
07/01/2017,22044.36
08/01/2017,22035.89
09/01/2017,22382.68
10/01/2017,23353.86
11/01/2017,24248.08
12/01/2017,24719.22
01/01/2018,26149.39
02/01/2018,25192.84
